Date,Date_2,Week,year,economic crisis,default,devaluation,dolar price,inflation,exchange rate,ISOCODE,Price,Var,Jump,Jump_dp
31/01/2021,1/02/2021,5,2021,0,0,0,25,14,47,CL,733.5,0.001,0,0
7/02/2021,8/02/2021,6,2021,0,32,0,27,20,42,CL,735.2,0.0023,0,0
14/02/2021,15/02/2021,7,2021,0,0,0,27,15,69,CL,718.7,-0.0224,0,0
21/02/2021,22/02/2021,8,2021,23,0,22,31,13,54,CL,706.6,-0.0168,0,0
28/02/2021,1/03/2021,9,2021,0,40,0,27,21,73,CL,722.55,0.0226,1,1
7/03/2021,8/03/2021,10,2021,0,30,51,25,32,54,CL,736.13,0.0188,1,2
14/03/2021,15/03/2021,11,2021,38,29,0,23,37,73,CL,722.6,-0.0184,0,0
21/03/2021,22/03/2021,12,2021,0,33,0,20,35,50,CL,716.43,-0.0085,0,0
28/03/2021,29/03/2021,13,2021,27,0,0,20,32,53,CL,733.68,0.0241,1,1
4/04/2021,5/04/2021,14,2021,38,0,32,22,39,69,CL,721.38,-0.0168,0,0
11/04/2021,12/04/2021,15,2021,0,34,43,24,41,61,CL,713.16,-0.0114,0,0
18/04/2021,19/04/2021,16,2021,0,0,0,24,44,72,CL,700.4,-0.0179,0,0
25/04/2021,26/04/2021,17,2021,0,47,71,27,37,61,CL,704.75,0.0062,0,0
2/05/2021,3/05/2021,18,2021,29,62,19,27,45,67,CL,703.9,-0.0012,0,0
9/05/2021,10/05/2021,19,2021,0,0,47,27,49,62,CL,696.48,-0.0105,0,0
16/05/2021,17/05/2021,20,2021,24,41,0,31,41,68,CL,714.8,0.0263,1,1
23/05/2021,24/05/2021,21,2021,0,30,24,26,36,86,CL,729.35,0.0204,1,2
30/05/2021,31/05/2021,22,2021,45,0,44,23,33,60,CL,722.43,-0.0095,0,0
6/06/2021,7/06/2021,23,2021,18,0,0,25,41,67,CL,715.88,-0.0091,0,0
13/06/2021,14/06/2021,24,2021,48,0,18,23,40,61,CL,718.85,0.0041,0,0
20/06/2021,21/06/2021,25,2021,20,0,42,25,32,65,CL,747,0.0392,1,1
27/06/2021,28/06/2021,26,2021,100,0,32,20,40,77,CL,734.45,-0.0168,0,0
4/07/2021,5/07/2021,27,2021,22,31,0,23,37,70,CL,735.7,0.0017,0,0
11/07/2021,12/07/2021,28,2021,32,0,100,25,31,64,CL,743.17,0.0102,1,1
18/07/2021,19/07/2021,29,2021,0,0,0,28,26,67,CL,759.5,0.022,1,2
25/07/2021,26/07/2021,30,2021,48,0,0,27,21,56,CL,759.72,0.0003,0,0
1/08/2021,2/08/2021,31,2021,19,0,0,28,35,64,CL,768,0.0109,1,1
8/08/2021,9/08/2021,32,2021,0,0,0,30,46,68,CL,784.98,0.0221,1,2
15/08/2021,16/08/2021,33,2021,19,0,24,23,60,64,CL,786.25,0.0016,0,0
22/08/2021,23/08/2021,34,2021,39,34,0,24,54,65,CL,783.68,-0.0033,0,0
29/08/2021,30/08/2021,35,2021,0,0,0,26,94,76,CL,782,-0.0021,0,0
5/09/2021,6/09/2021,36,2021,36,0,29,24,94,72,CL,772.23,-0.0125,0,0
12/09/2021,13/09/2021,37,2021,0,0,0,26,56,57,CL,784.68,0.0161,1,1
19/09/2021,20/09/2021,38,2021,33,0,0,24,65,74,CL,788.55,0.0049,0,0
26/09/2021,27/09/2021,39,2021,19,0,27,28,82,65,CL,793.2,0.0059,0,0
3/10/2021,4/10/2021,40,2021,82,0,28,27,78,83,CL,805.63,0.0157,1,1
10/10/2021,11/10/2021,41,2021,0,41,0,29,100,88,CL,824,0.0228,1,2
17/10/2021,18/10/2021,42,2021,0,0,48,28,100,91,CL,816.75,-0.0088,0,0
24/10/2021,25/10/2021,43,2021,29,100,66,26,66,70,CL,807.37,-0.0115,0,0
31/10/2021,1/11/2021,44,2021,0,0,0,24,63,59,CL,811.2,0.0047,0,0
7/11/2021,8/11/2021,45,2021,24,66,0,26,98,85,CL,802.33,-0.0109,0,0
14/11/2021,15/11/2021,46,2021,0,0,0,28,61,84,CL,796.12,-0.0077,0,0
21/11/2021,22/11/2021,47,2021,97,40,22,38,81,100,CL,811.38,0.0192,1,1
28/11/2021,29/11/2021,48,2021,63,0,29,29,65,79,CL,842.86,0.0388,1,2
5/12/2021,6/12/2021,49,2021,48,0,0,30,60,54,CL,845.45,0.0031,0,0
12/12/2021,13/12/2021,50,2021,43,0,0,28,52,65,CL,841.03,-0.0052,0,0
19/12/2021,20/12/2021,51,2021,0,0,35,100,73,68,CL,870.61,0.0352,1,1
26/12/2021,27/12/2021,52,2021,0,0,0,39,29,70,CL,856.05,-0.0167,0,0
2/01/2022,3/01/2022,1,2022,0,0,0,48,30,55,CL,851.15,-0.0057,0,0
9/01/2022,10/01/2022,2,2022,35,0,0,44,37,37,CL,835,-0.019,0,0
16/01/2022,17/01/2022,3,2022,0,0,0,52,13,49,CL,821.68,-0.016,0,0
23/01/2022,24/01/2022,4,2022,0,0,0,46,21,60,CL,806.53,-0.0184,0,0
30/01/2022,31/01/2022,5,2022,35,100,89,39,22,55,CL,799.9,-0.0082,0,0
6/02/2022,7/02/2022,6,2022,0,28,73,39,35,61,CL,824.08,0.0302,1,1
13/02/2022,14/02/2022,7,2022,0,0,0,34,16,47,CL,812.93,-0.0135,0,0
20/02/2022,21/02/2022,8,2022,29,0,58,58,15,42,CL,797.79,-0.0186,0,0
27/02/2022,28/02/2022,9,2022,39,0,49,40,22,46,CL,798,0.0003,0,0
6/03/2022,7/03/2022,10,2022,0,23,22,36,33,38,CL,811.58,0.017,1,1
13/03/2022,14/03/2022,11,2022,0,0,0,32,38,53,CL,813.05,0.0018,0,0
20/03/2022,21/03/2022,12,2022,28,0,0,33,42,46,CL,792.78,-0.0249,0,0
27/03/2022,28/03/2022,13,2022,0,0,0,35,55,65,CL,777.75,-0.019,0,0
3/04/2022,4/04/2022,14,2022,85,0,0,33,80,51,CL,778.5,0.001,0,0
10/04/2022,11/04/2022,15,2022,61,0,38,30,85,38,CL,816.15,0.0484,1,1
17/04/2022,18/04/2022,16,2022,49,0,35,34,83,63,CL,816.4,0.0003,0,0
24/04/2022,25/04/2022,17,2022,28,0,37,36,67,65,CL,844.5,0.0344,1,1
1/05/2022,2/05/2022,18,2022,24,26,39,33,75,62,CL,859.88,0.0182,1,2
8/05/2022,9/05/2022,19,2022,49,0,0,32,64,50,CL,867,0.0083,1,3
15/05/2022,16/05/2022,20,2022,44,44,100,32,49,66,CL,857.09,-0.0114,0,0
22/05/2022,23/05/2022,21,2022,0,22,0,32,44,44,CL,829.93,-0.0317,0,0
29/05/2022,30/05/2022,22,2022,96,0,27,33,36,44,CL,829.94,0,0,0
5/06/2022,6/06/2022,23,2022,48,29,66,34,73,56,CL,822.05,-0.0095,0,0
12/06/2022,13/06/2022,24,2022,0,39,0,40,81,60,CL,861.99,0.0486,1,1
19/06/2022,20/06/2022,25,2022,32,0,64,53,57,68,CL,882.1,0.0233,1,2
26/06/2022,27/06/2022,26,2022,28,0,0,60,73,73,CL,920.14,0.0431,1,3
3/07/2022,4/07/2022,27,2022,0,0,87,100,84,82,CL,928.3,0.0089,1,4
10/07/2022,11/07/2022,28,2022,31,0,97,93,100,100,CL,993.35,0.0701,1,5
17/07/2022,18/07/2022,29,2022,0,0,0,95,46,78,CL,944.55,-0.0491,0,0
24/07/2022,25/07/2022,30,2022,0,32,0,63,37,84,CL,936.9,-0.0081,0,0
31/07/2022,1/08/2022,31,2022,43,46,0,66,50,85,CL,891.25,-0.0487,0,0
7/08/2022,8/08/2022,32,2022,0,35,0,53,76,66,CL,905.45,0.0159,1,1
14/08/2022,15/08/2022,33,2022,0,0,0,52,54,64,CL,880.56,-0.0275,0,0
21/08/2022,22/08/2022,34,2022,0,0,23,55,54,75,CL,937.55,0.0647,1,1
28/08/2022,29/08/2022,35,2022,40,20,31,51,52,71,CL,882.06,-0.0592,0,0
4/09/2022,5/09/2022,36,2022,37,0,0,79,62,77,CL,881.3,-0.0009,0,0
11/09/2022,12/09/2022,37,2022,0,0,0,47,55,57,CL,897.9,0.0188,1,1
18/09/2022,19/09/2022,38,2022,45,0,0,48,31,68,CL,922.37,0.0273,1,2
25/09/2022,26/09/2022,39,2022,39,35,0,60,45,75,CL,992.63,0.0762,1,3
2/10/2022,3/10/2022,40,2022,34,0,32,42,47,61,CL,939.08,-0.0539,0,0
9/10/2022,10/10/2022,41,2022,53,0,0,39,37,64,CL,936.8,-0.0024,0,0
16/10/2022,17/10/2022,42,2022,63,0,0,41,44,59,CL,971.4,0.0369,1,1
23/10/2022,24/10/2022,43,2022,25,27,0,43,49,67,CL,986.3,0.0153,1,2
30/10/2022,31/10/2022,44,2022,33,0,0,41,37,64,CL,943.05,-0.0439,0,0
6/11/2022,7/11/2022,45,2022,33,0,82,48,58,80,CL,916.4,-0.0283,0,0
13/11/2022,14/11/2022,46,2022,100,0,0,45,40,73,CL,890.75,-0.028,0,0
20/11/2022,21/11/2022,47,2022,71,35,0,41,40,65,CL,941.65,0.0571,1,1
27/11/2022,28/11/2022,48,2022,0,0,0,40,44,79,CL,912.5,-0.031,0,0
4/12/2022,5/12/2022,49,2022,0,0,0,45,48,84,CL,894.89,-0.0193,0,0
11/12/2022,12/12/2022,50,2022,0,0,0,44,40,92,CL,867.16,-0.031,0,0
18/12/2022,19/12/2022,51,2022,0,0,0,40,39,88,CL,889.25,0.0255,1,1
25/12/2022,26/12/2022,52,2022,0,0,0,40,42,70,CL,876.9,-0.0139,0,0
1/01/2023,2/01/2023,1,2023,9,0,21,60,71,74,CL,847.8,-0.0332,0,0
8/01/2023,9/01/2023,2,2023,0,0,35,69,75,83,CL,834.84,-0.0153,0,0
15/01/2023,16/01/2023,3,2023,0,0,44,65,61,96,CL,821.1,-0.0165,0,0
22/01/2023,23/01/2023,4,2023,9,14,0,76,54,85,CL,813.03,-0.0098,0,0
29/01/2023,30/01/2023,5,2023,9,0,0,100,47,100,CL,806.8,-0.0077,0,0
5/02/2023,6/02/2023,6,2023,0,0,0,81,37,86,CL,803.29,-0.0044,0,0
12/02/2023,13/02/2023,7,2023,0,0,0,81,62,84,CL,795.5,-0.0097,0,0
19/02/2023,20/02/2023,8,2023,15,85,0,71,42,71,CL,798.25,0.0035,0,0
26/02/2023,27/02/2023,9,2023,0,0,0,73,44,76,CL,832.7,0.0432,1,1
5/03/2023,6/03/2023,10,2023,0,0,0,68,89,66,CL,796.25,-0.0438,0,0
12/03/2023,13/03/2023,11,2023,0,0,0,67,85,83,CL,805.4,0.0115,1,1
19/03/2023,20/03/2023,12,2023,28,0,100,64,87,70,CL,825.78,0.0253,1,2
26/03/2023,27/03/2023,13,2023,24,0,34,58,77,76,CL,805.49,-0.0246,0,0
2/04/2023,3/04/2023,14,2023,10,0,23,59,100,72,CL,810.45,0.0062,0,0
9/04/2023,10/04/2023,15,2023,0,18,0,56,86,67,CL,818.8,0.0103,1,1
16/04/2023,17/04/2023,16,2023,0,0,24,51,96,65,CL,800.58,-0.0223,0,0
23/04/2023,24/04/2023,17,2023,13,19,17,55,73,63,CL,813.9,0.0166,1,1
30/04/2023,1/05/2023,18,2023,100,100,0,44,72,35,CL,806,-0.0097,0,0
6/01/2013,7/01/2013,1,2013,17,50,0,72,77,19,CO,1770.5,0,0,0
13/01/2013,14/01/2013,2,2013,29,70,6,98,55,17,CO,1759.5,-0.0062,0,0
20/01/2013,21/01/2013,3,2013,27,86,28,82,45,34,CO,1769.3,0.0056,0,0
27/01/2013,28/01/2013,4,2013,27,90,7,74,73,39,CO,1780,0.006,0,0
3/02/2013,4/02/2013,5,2013,67,93,39,85,81,49,CO,1786.5,0.0037,0,0
10/02/2013,11/02/2013,6,2013,82,79,100,75,93,44,CO,1784.1,-0.0013,0,0
17/02/2013,18/02/2013,7,2013,69,87,50,86,100,67,CO,1792.05,0.0045,0,0
24/02/2013,25/02/2013,8,2013,82,100,38,80,86,67,CO,1812.87,0.0116,1,1
3/03/2013,4/03/2013,9,2013,81,78,58,87,93,47,CO,1813.9,0.0006,0,0
10/03/2013,11/03/2013,10,2013,57,69,28,69,83,67,CO,1802.44,-0.0063,0,0
17/03/2013,18/03/2013,11,2013,78,72,5,59,76,38,CO,1808.11,0.0031,0,0
24/03/2013,25/03/2013,12,2013,36,58,34,63,35,29,CO,1829,0.0116,1,1
31/03/2013,1/04/2013,13,2013,71,55,44,75,61,55,CO,1821.66,-0.004,0,0
7/04/2013,8/04/2013,14,2013,58,82,41,73,81,29,CO,1816.2,-0.003,0,0
14/04/2013,15/04/2013,15,2013,97,54,33,69,86,55,CO,1833.53,0.0095,1,1
21/04/2013,22/04/2013,16,2013,100,72,31,72,76,50,CO,1838.56,0.0027,0,0
28/04/2013,29/04/2013,17,2013,80,62,39,65,76,51,CO,1827.2,-0.0062,0,0
5/05/2013,6/05/2013,18,2013,71,68,36,67,76,74,CO,1828.6,0.0008,0,0
12/05/2013,13/05/2013,19,2013,54,61,34,61,68,89,CO,1834,0.003,0,0
19/05/2013,20/05/2013,20,2013,96,78,32,65,66,86,CO,1842.9,0.0049,0,0
26/05/2013,27/05/2013,21,2013,73,62,10,78,73,48,CO,1887.5,0.0242,1,1
2/06/2013,3/06/2013,22,2013,56,67,17,89,54,28,CO,1900,0.0066,0,0
9/06/2013,10/06/2013,23,2013,45,52,22,91,45,51,CO,1900.5,0.0003,0,0
16/06/2013,17/06/2013,24,2013,40,97,20,94,35,73,CO,1887.12,-0.007,0,0
23/06/2013,24/06/2013,25,2013,40,77,13,98,30,36,CO,1940.5,0.0283,1,1
30/06/2013,1/07/2013,26,2013,23,82,14,100,32,11,CO,1921.5,-0.0098,0,0
7/07/2013,8/07/2013,27,2013,56,63,9,79,46,27,CO,1926.22,0.0025,0,0
14/07/2013,15/07/2013,28,2013,24,60,26,92,41,48,CO,1884.6,-0.0216,0,0
21/07/2013,22/07/2013,29,2013,51,65,24,82,54,55,CO,1882.34,-0.0012,0,0
28/07/2013,29/07/2013,30,2013,54,56,30,89,47,50,CO,1889.12,0.0036,0,0
4/08/2013,5/08/2013,31,2013,44,55,24,70,54,60,CO,1883.24,-0.0031,0,0
11/08/2013,12/08/2013,32,2013,85,44,18,78,61,40,CO,1876.59,-0.0035,0,0
18/08/2013,19/08/2013,33,2013,98,52,29,82,68,48,CO,1923,0.0247,1,1
25/08/2013,26/08/2013,34,2013,60,50,7,86,70,49,CO,1925.8,0.0015,0,0
1/09/2013,2/09/2013,35,2013,90,54,26,81,69,98,CO,1938,0.0063,0,0
8/09/2013,9/09/2013,36,2013,55,58,30,82,72,62,CO,1944.66,0.0034,0,0
15/09/2013,16/09/2013,37,2013,45,36,30,73,71,64,CO,1919.71,-0.0128,0,0
22/09/2013,23/09/2013,38,2013,59,37,25,76,61,90,CO,1891.29,-0.0148,0,0
29/09/2013,30/09/2013,39,2013,74,85,32,100,76,88,CO,1911.8,0.0108,1,1
6/10/2013,7/10/2013,40,2013,64,48,34,93,62,100,CO,1887.12,-0.0129,0,0
13/10/2013,14/10/2013,41,2013,83,59,15,65,59,67,CO,1883.25,-0.0021,0,0
20/10/2013,21/10/2013,42,2013,91,61,19,77,71,80,CO,1884.49,0.0007,0,0
27/10/2013,28/10/2013,43,2013,43,75,17,72,74,100,CO,1884.41,0,0,0
3/11/2013,4/11/2013,44,2013,63,54,31,73,62,39,CO,1900.5,0.0085,1,1
10/11/2013,11/11/2013,45,2013,38,46,27,76,68,39,CO,1923,0.0118,1,2
17/11/2013,18/11/2013,46,2013,31,67,18,87,77,62,CO,1917.83,-0.0027,0,0
24/11/2013,25/11/2013,47,2013,22,47,14,89,54,48,CO,1925,0.0037,0,0
1/12/2013,2/12/2013,48,2013,25,34,13,74,42,27,CO,1933.63,0.0045,0,0
8/12/2013,9/12/2013,49,2013,19,46,16,87,33,54,CO,1933.8,0.0001,0,0
15/12/2013,16/12/2013,50,2013,33,47,6,73,30,29,CO,1933.75,0,0,0
22/12/2013,23/12/2013,51,2013,13,40,18,88,24,0,CO,1925.72,-0.0042,0,0
29/12/2013,30/12/2013,52,2013,19,42,0,94,54,37,CO,1928.62,0.0015,0,0
5/01/2014,6/01/2014,1,2014,0,52,23,39,81,28,CO,1937.8,0.0048,0,0
12/01/2014,13/01/2014,2,2014,16,45,28,35,45,49,CO,1928.66,-0.0047,0,0
19/01/2014,20/01/2014,3,2014,22,60,36,36,55,48,CO,1964.17,0.0184,1,1
26/01/2014,27/01/2014,4,2014,58,55,43,43,66,50,CO,2008,0.0223,1,2
2/02/2014,3/02/2014,5,2014,43,69,82,49,79,22,CO,2046.5,0.0192,1,3
9/02/2014,10/02/2014,6,2014,60,77,85,40,82,94,CO,2049.88,0.0017,0,0
16/02/2014,17/02/2014,7,2014,80,59,75,37,100,56,CO,2017,-0.016,0,0
23/02/2014,24/02/2014,8,2014,70,33,82,28,84,75,CO,2042.99,0.0129,1,1
2/03/2014,3/03/2014,9,2014,85,68,100,31,75,54,CO,2053.6,0.0052,0,0
9/03/2014,10/03/2014,10,2014,54,66,89,31,73,76,CO,2041.6,-0.0058,0,0
16/03/2014,17/03/2014,11,2014,100,53,87,38,89,98,CO,2034,-0.0037,0,0
23/03/2014,24/03/2014,12,2014,40,49,74,41,71,91,CO,1996,-0.0187,0,0
30/03/2014,31/03/2014,13,2014,52,63,50,35,71,69,CO,1971.94,-0.0121,0,0
6/04/2014,7/04/2014,14,2014,69,51,83,37,87,57,CO,1933.54,-0.0195,0,0
13/04/2014,14/04/2014,15,2014,74,38,41,27,42,53,CO,1925.84,-0.004,0,0
20/04/2014,21/04/2014,16,2014,41,45,77,29,60,73,CO,1918.8,-0.0037,0,0
27/04/2014,28/04/2014,17,2014,63,50,70,29,66,83,CO,1938.8,0.0104,1,1
4/05/2014,5/05/2014,18,2014,92,67,53,30,80,72,CO,1924.62,-0.0073,0,0
11/05/2014,12/05/2014,19,2014,79,59,58,28,66,81,CO,1914.09,-0.0055,0,0
18/05/2014,19/05/2014,20,2014,87,58,74,24,81,55,CO,1918.5,0.0023,0,0
25/05/2014,26/05/2014,21,2014,84,47,65,26,81,82,CO,1910.8,-0.004,0,0
1/06/2014,2/06/2014,22,2014,60,42,17,30,66,71,CO,1903,-0.0041,0,0
8/06/2014,9/06/2014,23,2014,52,38,37,30,63,53,CO,1889,-0.0074,0,0
15/06/2014,16/06/2014,24,2014,21,31,33,23,28,12,CO,1889.5,0.0003,0,0
22/06/2014,23/06/2014,25,2014,15,59,43,25,24,33,CO,1883,-0.0034,0,0
29/06/2014,30/06/2014,26,2014,19,49,14,29,22,28,CO,1879.75,-0.0017,0,0
6/07/2014,7/07/2014,27,2014,41,57,0,31,32,40,CO,1854.9,-0.0132,0,0
13/07/2014,14/07/2014,28,2014,44,56,20,28,38,34,CO,1860.6,0.0031,0,0
20/07/2014,21/07/2014,29,2014,65,48,11,26,39,21,CO,1857.09,-0.0019,0,0
27/07/2014,28/07/2014,30,2014,71,100,62,28,52,83,CO,1850.5,-0.0035,0,0
3/08/2014,4/08/2014,31,2014,62,60,67,25,64,71,CO,1882.96,0.0175,1,1
10/08/2014,11/08/2014,32,2014,32,44,64,26,70,50,CO,1882.12,-0.0004,0,0
17/08/2014,18/08/2014,33,2014,71,51,71,34,75,39,CO,1885.15,0.0016,0,0
24/08/2014,25/08/2014,34,2014,56,47,82,27,75,64,CO,1935.3,0.0266,1,1
31/08/2014,1/09/2014,35,2014,78,54,39,29,72,64,CO,1921.25,-0.0073,0,0
7/09/2014,8/09/2014,36,2014,97,60,66,30,72,63,CO,1947.25,0.0135,1,1
14/09/2014,15/09/2014,37,2014,49,77,32,32,67,59,CO,1990,0.022,1,2
21/09/2014,22/09/2014,38,2014,63,54,64,31,74,45,CO,1996.4,0.0032,0,0
28/09/2014,29/09/2014,39,2014,68,55,55,37,71,81,CO,2026.5,0.0151,1,1
5/10/2014,6/10/2014,40,2014,45,58,44,41,50,54,CO,2028.75,0.0011,0,0
12/10/2014,13/10/2014,41,2014,67,55,68,35,66,87,CO,2048.5,0.0097,1,1
19/10/2014,20/10/2014,42,2014,50,78,50,38,69,59,CO,2063.3,0.0072,0,0
26/10/2014,27/10/2014,43,2014,58,61,72,32,73,57,CO,2068.08,0.0023,0,0
2/11/2014,3/11/2014,44,2014,53,27,60,35,77,49,CO,2063.5,-0.0022,0,0
9/11/2014,10/11/2014,45,2014,99,53,86,32,69,77,CO,2108.5,0.0218,1,1
16/11/2014,17/11/2014,46,2014,33,45,81,40,61,100,CO,2159.5,0.0242,1,2
23/11/2014,24/11/2014,47,2014,15,46,30,41,48,54,CO,2161.05,0.0007,0,0
30/11/2014,1/12/2014,48,2014,25,61,0,61,52,58,CO,2265.5,0.0483,1,1
7/12/2014,8/12/2014,49,2014,30,99,44,84,34,71,CO,2317.5,0.023,1,2
14/12/2014,15/12/2014,50,2014,23,50,59,100,27,70,CO,2428.5,0.0479,1,3
21/12/2014,22/12/2014,51,2014,0,31,35,87,20,13,CO,2328.5,-0.0412,0,0
28/12/2014,29/12/2014,52,2014,19,32,0,78,59,19,CO,2382.27,0.0231,1,1
4/01/2015,5/01/2015,1,2015,12,89,31,61,89,77,CO,2430.7,0.0203,1,2
11/01/2015,12/01/2015,2,2015,14,100,18,55,47,46,CO,2416.6,-0.0058,0,0
18/01/2015,19/01/2015,3,2015,16,96,40,61,44,29,CO,2354.5,-0.0257,0,0
25/01/2015,26/01/2015,4,2015,37,78,29,47,50,46,CO,2389.75,0.015,1,1
1/02/2015,2/02/2015,5,2015,41,98,21,51,75,39,CO,2406.5,0.007,0,0
8/02/2015,9/02/2015,6,2015,63,94,39,49,75,42,CO,2366.1,-0.0168,0,0
15/02/2015,16/02/2015,7,2015,37,80,30,45,82,49,CO,2390.5,0.0103,1,1
22/02/2015,23/02/2015,8,2015,52,55,55,49,73,81,CO,2499.26,0.0455,1,2
1/03/2015,2/03/2015,9,2015,66,60,46,47,85,28,CO,2535.6,0.0145,1,3
8/03/2015,9/03/2015,10,2015,74,80,80,52,78,64,CO,2608.1,0.0286,1,4
15/03/2015,16/03/2015,11,2015,71,81,63,57,78,57,CO,2687.25,0.0303,1,5
22/03/2015,23/03/2015,12,2015,34,69,24,58,56,32,CO,2561.5,-0.0468,0,0
29/03/2015,30/03/2015,13,2015,25,76,29,49,45,65,CO,2576,0.0057,0,0
5/04/2015,6/04/2015,14,2015,34,96,27,58,77,33,CO,2533.6,-0.0165,0,0
12/04/2015,13/04/2015,15,2015,41,85,39,50,77,51,CO,2558,0.0096,1,1
19/04/2015,20/04/2015,16,2015,57,63,38,45,70,61,CO,2486.25,-0.028,0,0
26/04/2015,27/04/2015,17,2015,42,58,30,54,62,55,CO,2412,-0.0299,0,0
3/05/2015,4/05/2015,18,2015,46,78,46,54,73,39,CO,2409.5,-0.001,0,0
10/05/2015,11/05/2015,19,2015,100,57,40,52,75,38,CO,2386.5,-0.0095,0,0
17/05/2015,18/05/2015,20,2015,67,48,43,49,84,53,CO,2433.5,0.0197,1,1
24/05/2015,25/05/2015,21,2015,72,72,31,50,74,57,CO,2489.5,0.023,1,2
31/05/2015,1/06/2015,22,2015,54,55,35,44,70,65,CO,2562.1,0.0292,1,3
7/06/2015,8/06/2015,23,2015,43,73,24,52,62,42,CO,2610,0.0187,1,4
14/06/2015,15/06/2015,24,2015,0,53,16,50,33,47,CO,2538,-0.0276,0,0
21/06/2015,22/06/2015,25,2015,42,87,11,47,28,30,CO,2535.12,-0.0011,0,0
28/06/2015,29/06/2015,26,2015,0,97,10,50,26,26,CO,2589.32,0.0214,1,1
5/07/2015,6/07/2015,27,2015,35,75,13,53,37,47,CO,2672.5,0.0321,1,2
12/07/2015,13/07/2015,28,2015,65,59,31,57,45,50,CO,2686,0.0051,0,0
19/07/2015,20/07/2015,29,2015,45,69,30,58,40,55,CO,2761.78,0.0282,1,1
26/07/2015,27/07/2015,30,2015,60,92,34,63,52,62,CO,2859.71,0.0355,1,2
2/08/2015,3/08/2015,31,2015,34,60,53,66,54,28,CO,2918,0.0204,1,3
9/08/2015,10/08/2015,32,2015,58,63,66,66,72,58,CO,2908.05,-0.0034,0,0
16/08/2015,17/08/2015,33,2015,83,81,100,71,76,52,CO,2997.85,0.0309,1,1
23/08/2015,24/08/2015,34,2015,92,67,87,100,86,84,CO,3238.66,0.0803,1,2
30/08/2015,31/08/2015,35,2015,86,65,96,91,90,51,CO,3054.6,-0.0568,0,0
6/09/2015,7/09/2015,36,2015,69,62,64,67,83,72,CO,3142,0.0286,1,1
13/09/2015,14/09/2015,37,2015,61,54,36,70,72,57,CO,3027.5,-0.0364,0,0
20/09/2015,21/09/2015,38,2015,59,83,38,67,73,50,CO,3009.47,-0.006,0,0
27/09/2015,28/09/2015,39,2015,58,90,57,58,78,61,CO,3122.35,0.0375,1,1
4/10/2015,5/10/2015,40,2015,39,59,39,79,73,65,CO,2961.7,-0.0515,0,0
11/10/2015,12/10/2015,41,2015,41,62,38,71,76,79,CO,2865,-0.0327,0,0
18/10/2015,19/10/2015,42,2015,57,79,57,65,71,100,CO,2919,0.0188,1,1
25/10/2015,26/10/2015,43,2015,38,75,36,55,66,59,CO,2929.5,0.0036,0,0
1/11/2015,2/11/2015,44,2015,27,69,40,61,79,65,CO,2897,-0.0111,0,0
8/11/2015,9/11/2015,45,2015,36,71,26,57,80,78,CO,2928.5,0.0109,1,1
15/11/2015,16/11/2015,46,2015,36,62,25,65,75,24,CO,3076.4,0.0505,1,2
22/11/2015,23/11/2015,47,2015,15,76,43,61,58,69,CO,3093.3,0.0055,0,0
29/11/2015,30/11/2015,48,2015,26,70,17,63,48,44,CO,3144.6,0.0166,1,1
6/12/2015,7/12/2015,49,2015,10,82,32,72,66,50,CO,3308.5,0.0521,1,2
13/12/2015,14/12/2015,50,2015,0,77,20,74,47,70,CO,3350.5,0.0127,1,3
20/12/2015,21/12/2015,51,2015,8,74,15,69,31,28,CO,3330,-0.0061,0,0
27/12/2015,28/12/2015,52,2015,15,70,16,64,100,36,CO,3175.5,-0.0464,0,0
3/01/2016,4/01/2016,1,2016,18,43,45,93,100,58,CO,3220,0.014,1,1
10/01/2016,11/01/2016,2,2016,24,56,19,80,39,47,CO,3265.5,0.0141,1,2
17/01/2016,18/01/2016,3,2016,41,94,33,82,29,46,CO,3300.8,0.0108,1,3
24/01/2016,25/01/2016,4,2016,26,66,62,79,42,43,CO,3399,0.0298,1,4
31/01/2016,1/02/2016,5,2016,41,60,69,77,50,68,CO,3327.84,-0.0209,0,0
7/02/2016,8/02/2016,6,2016,63,63,90,68,64,59,CO,3369.89,0.0126,1,1
14/02/2016,15/02/2016,7,2016,97,49,63,65,51,69,CO,3383,0.0039,0,0
21/02/2016,22/02/2016,8,2016,100,72,62,60,53,55,CO,3310.81,-0.0213,0,0
28/02/2016,29/02/2016,9,2016,63,50,74,67,52,39,CO,3291.3,-0.0059,0,0
6/03/2016,7/03/2016,10,2016,78,57,84,81,62,75,CO,3115,-0.0536,0,0
13/03/2016,14/03/2016,11,2016,80,64,60,74,49,75,CO,3154.8,0.0128,1,1
20/03/2016,21/03/2016,12,2016,29,31,24,79,25,62,CO,3072.5,-0.0261,0,0
27/03/2016,28/03/2016,13,2016,94,49,63,87,43,86,CO,3025.49,-0.0153,0,0
3/04/2016,4/04/2016,14,2016,78,73,67,75,52,64,CO,3065,0.0131,1,1
10/04/2016,11/04/2016,15,2016,68,66,87,78,53,63,CO,3053.95,-0.0036,0,0
17/04/2016,18/04/2016,16,2016,65,82,56,99,38,63,CO,2969.99,-0.0275,0,0
24/04/2016,25/04/2016,17,2016,39,77,100,100,63,100,CO,2967.07,-0.001,0,0
1/05/2016,2/05/2016,18,2016,70,52,31,93,57,82,CO,2833,-0.0452,0,0
