Date,Date_2,Week,year,economic crisis,default,devaluation,dolar price,inflation,exchange rate,ISOCODE,Price,Var,Jump,Jump_dp
14/10/2018,15/10/2018,42,2018,0,73,0,38,44,75,BO,6.935,0.0014,0,0
21/10/2018,22/10/2018,43,2018,34,61,0,34,69,63,BO,6.925,-0.0014,0,0
28/10/2018,29/10/2018,44,2018,0,24,0,33,69,82,BO,6.935,0.0014,0,0
4/11/2018,5/11/2018,45,2018,50,54,0,70,53,88,BO,6.935,0,0,0
11/11/2018,12/11/2018,46,2018,51,53,91,47,48,61,BO,6.925,-0.0014,0,0
18/11/2018,19/11/2018,47,2018,63,0,58,38,24,82,BO,6.935,0.0014,0,0
25/11/2018,26/11/2018,48,2018,0,72,0,77,66,56,BO,6.935,0,0,0
2/12/2018,3/12/2018,49,2018,34,76,0,16,33,75,BO,6.935,0,0,0
9/12/2018,10/12/2018,50,2018,0,70,0,70,30,100,BO,6.935,0,0,0
16/12/2018,17/12/2018,51,2018,0,68,0,28,18,70,BO,6.925,-0.0014,0,0
23/12/2018,24/12/2018,52,2018,0,0,0,74,33,58,BO,6.925,0,0,0
30/12/2018,31/12/2018,53,2018,0,0,0,39,24,35,BO,6.935,0.0014,0,0
6/01/2019,7/01/2019,1,2019,0,37,0,34,0,89,BO,6.925,-0.0014,0,0
13/01/2019,14/01/2019,2,2019,0,72,52,46,77,59,BO,6.915,-0.0014,0,0
20/01/2019,21/01/2019,3,2019,74,51,0,43,25,66,BO,6.935,0.0029,0,0
27/01/2019,28/01/2019,4,2019,0,34,0,31,23,65,BO,6.935,0,0,0
3/02/2019,4/02/2019,5,2019,0,32,0,43,0,44,BO,6.925,-0.0014,0,0
10/02/2019,11/02/2019,6,2019,0,53,0,21,38,53,BO,6.925,0,0,0
17/02/2019,18/02/2019,7,2019,54,0,0,34,37,46,BO,6.935,0.0014,0,0
24/02/2019,25/02/2019,8,2019,0,52,0,33,53,44,BO,6.935,0,0,0
3/03/2019,4/03/2019,9,2019,60,0,0,43,32,44,BO,6.925,-0.0014,0,0
10/03/2019,11/03/2019,10,2019,100,20,0,21,77,59,BO,6.925,0,0,0
17/03/2019,18/03/2019,11,2019,29,23,0,27,47,45,BO,6.925,0,0,0
24/03/2019,25/03/2019,12,2019,60,48,0,36,91,60,BO,6.925,0,0,0
31/03/2019,1/04/2019,13,2019,0,38,0,31,42,50,BO,6.935,0.0014,0,0
7/04/2019,8/04/2019,14,2019,70,58,0,36,39,64,BO,6.925,-0.0014,0,0
14/04/2019,15/04/2019,15,2019,0,74,70,21,48,40,BO,6.925,0,0,0
21/04/2019,22/04/2019,16,2019,0,31,43,41,50,46,BO,6.925,0,0,0
28/04/2019,29/04/2019,17,2019,0,100,0,28,66,56,BO,6.925,0,0,0
5/05/2019,6/05/2019,18,2019,49,0,0,9,30,61,BO,6.925,0,0,0
12/05/2019,13/05/2019,19,2019,41,91,0,23,53,38,BO,6.925,0,0,0
19/05/2019,20/05/2019,20,2019,0,20,61,0,70,53,BO,6.925,0,0,0
26/05/2019,27/05/2019,21,2019,39,30,0,26,58,50,BO,6.925,0,0,0
2/06/2019,3/06/2019,22,2019,0,56,0,21,62,33,BO,6.935,0.0014,0,0
9/06/2019,10/06/2019,23,2019,0,23,100,38,32,66,BO,6.925,-0.0014,0,0
16/06/2019,17/06/2019,24,2019,40,58,0,29,34,59,BO,6.925,0,0,0
23/06/2019,24/06/2019,25,2019,0,56,0,33,11,55,BO,6.925,0,0,0
30/06/2019,1/07/2019,26,2019,0,83,0,57,35,54,BO,6.925,0,0,0
7/07/2019,8/07/2019,27,2019,32,59,37,40,50,50,BO,6.925,0,0,0
14/07/2019,15/07/2019,28,2019,0,0,0,17,14,37,BO,6.925,0,0,0
21/07/2019,22/07/2019,29,2019,0,47,0,28,25,55,BO,6.915,-0.0014,0,0
28/07/2019,29/07/2019,30,2019,0,0,0,56,32,35,BO,6.91,-0.0007,0,0
4/08/2019,5/08/2019,31,2019,50,64,70,54,48,30,BO,6.92,0.0014,0,0
11/08/2019,12/08/2019,32,2019,39,65,95,94,95,67,BO,6.915,-0.0007,0,0
18/08/2019,19/08/2019,33,2019,36,48,0,38,100,65,BO,6.925,0.0014,0,0
25/08/2019,26/08/2019,34,2019,80,0,0,70,92,59,BO,6.935,0.0014,0,0
1/09/2019,2/09/2019,35,2019,38,53,32,56,37,72,BO,6.935,0,0,0
8/09/2019,9/09/2019,36,2019,45,44,0,41,61,38,BO,6.925,-0.0014,0,0
15/09/2019,16/09/2019,37,2019,0,0,0,40,53,49,BO,6.91,-0.0022,0,0
22/09/2019,23/09/2019,38,2019,0,0,0,14,45,49,BO,6.915,0.0007,0,0
29/09/2019,30/09/2019,39,2019,76,0,0,43,30,67,BO,6.915,0,0,0
6/10/2019,7/10/2019,40,2019,37,46,0,35,68,53,BO,6.915,0,0,0
13/10/2019,14/10/2019,41,2019,74,52,31,22,31,57,BO,6.915,0,0,0
20/10/2019,21/10/2019,42,2019,51,50,28,34,0,58,BO,6.915,0,0,0
27/10/2019,28/10/2019,43,2019,29,69,0,66,63,60,BO,6.915,0,0,0
3/11/2019,4/11/2019,44,2019,39,0,64,41,56,41,BO,6.915,0,0,0
10/11/2019,11/11/2019,45,2019,0,0,0,77,48,54,BO,6.915,0,0,0
17/11/2019,18/11/2019,46,2019,0,47,69,75,46,67,BO,6.915,0,0,0
24/11/2019,25/11/2019,47,2019,0,69,0,69,64,69,BO,6.915,0,0,0
1/12/2019,2/12/2019,48,2019,0,0,0,100,81,100,BO,6.915,0,0,0
8/12/2019,9/12/2019,49,2019,56,63,35,45,46,74,BO,6.915,0,0,0
15/12/2019,16/12/2019,50,2019,29,26,86,24,22,48,BO,6.915,0,0,0
22/12/2019,23/12/2019,51,2019,0,0,0,57,0,60,BO,6.915,0,0,0
29/12/2019,30/12/2019,52,2019,44,0,0,37,0,75,BO,6.905,-0.0014,0,0
5/01/2020,6/01/2020,1,2020,0,61,0,68,92,87,BO,6.915,0.0014,0,0
12/01/2020,13/01/2020,2,2020,44,82,14,79,84,100,BO,6.915,0,0,0
19/01/2020,20/01/2020,3,2020,0,0,15,78,0,70,BO,6.915,0,0,0
26/01/2020,27/01/2020,4,2020,0,46,54,17,35,88,BO,6.915,0,0,0
2/02/2020,3/02/2020,5,2020,0,29,0,76,36,92,BO,6.915,0,0,0
9/02/2020,10/02/2020,6,2020,0,34,0,75,0,66,BO,6.915,0,0,0
16/02/2020,17/02/2020,7,2020,0,100,0,58,78,73,BO,6.915,0,0,0
23/02/2020,24/02/2020,8,2020,17,0,0,48,77,80,BO,6.915,0,0,0
1/03/2020,2/03/2020,9,2020,0,27,11,39,59,56,BO,6.905,-0.0014,0,0
8/03/2020,9/03/2020,10,2020,0,0,22,82,65,69,BO,6.875,-0.0043,0,0
15/03/2020,16/03/2020,11,2020,53,31,0,40,46,79,BO,6.875,0,0,0
22/03/2020,23/03/2020,12,2020,0,83,16,23,56,41,BO,6.885,0.0015,0,0
29/03/2020,30/03/2020,13,2020,51,38,0,41,0,46,BO,6.895,0.0015,0,0
5/04/2020,6/04/2020,14,2020,18,33,0,62,19,58,BO,6.895,0,0,0
12/04/2020,13/04/2020,15,2020,31,68,0,58,81,22,BO,6.895,0,0,0
19/04/2020,20/04/2020,16,2020,43,97,36,100,91,68,BO,6.895,0,0,0
26/04/2020,27/04/2020,17,2020,18,38,15,20,40,61,BO,6.92,0.0036,0,0
3/05/2020,4/05/2020,18,2020,30,74,0,50,18,46,BO,6.9,-0.0029,0,0
10/05/2020,11/05/2020,19,2020,15,36,0,49,57,57,BO,6.895,-0.0007,0,0
17/05/2020,18/05/2020,20,2020,22,95,0,37,20,75,BO,6.905,0.0015,0,0
24/05/2020,25/05/2020,21,2020,46,73,0,63,60,58,BO,6.915,0.0014,0,0
31/05/2020,1/06/2020,22,2020,32,89,0,49,32,76,BO,6.925,0.0014,0,0
7/06/2020,8/06/2020,23,2020,17,0,0,21,33,86,BO,6.915,-0.0014,0,0
14/06/2020,15/06/2020,24,2020,0,35,0,54,40,78,BO,6.905,-0.0014,0,0
21/06/2020,22/06/2020,25,2020,20,0,26,56,52,74,BO,6.915,0.0014,0,0
28/06/2020,29/06/2020,26,2020,0,95,0,30,47,57,BO,6.905,-0.0014,0,0
5/07/2020,6/07/2020,27,2020,0,0,0,48,29,54,BO,6.905,0,0,0
12/07/2020,13/07/2020,28,2020,0,58,0,53,47,55,BO,6.905,0,0,0
19/07/2020,20/07/2020,29,2020,0,36,23,40,33,57,BO,6.905,0,0,0
26/07/2020,27/07/2020,30,2020,37,31,0,57,60,65,BO,6.905,0,0,0
2/08/2020,3/08/2020,31,2020,0,21,0,35,23,59,BO,6.91,0.0007,0,0
9/08/2020,10/08/2020,32,2020,0,25,0,47,25,66,BO,6.895,-0.0022,0,0
16/08/2020,17/08/2020,33,2020,0,52,63,74,62,74,BO,6.905,0.0015,0,0
23/08/2020,24/08/2020,34,2020,0,44,0,62,96,69,BO,6.905,0,0,0
30/08/2020,31/08/2020,35,2020,0,89,0,46,35,78,BO,6.905,0,0,0
6/09/2020,7/09/2020,36,2020,0,86,0,43,25,83,BO,6.905,0,0,0
13/09/2020,14/09/2020,37,2020,0,55,0,45,68,63,BO,6.905,0,0,0
20/09/2020,21/09/2020,38,2020,0,0,0,34,33,83,BO,6.905,0,0,0
27/09/2020,28/09/2020,39,2020,0,0,0,66,42,62,BO,6.905,0,0,0
4/10/2020,5/10/2020,40,2020,24,73,0,38,53,58,BO,6.905,0,0,0
11/10/2020,12/10/2020,41,2020,100,51,41,60,16,91,BO,6.86,-0.0065,0,0
18/10/2020,19/10/2020,42,2020,25,53,100,56,100,77,BO,6.895,0.0051,0,0
25/10/2020,26/10/2020,43,2020,26,0,0,90,71,96,BO,6.905,0.0015,0,0
1/11/2020,2/11/2020,44,2020,0,46,16,97,60,95,BO,6.905,0,0,0
8/11/2020,9/11/2020,45,2020,0,57,0,79,38,98,BO,6.895,-0.0014,0,0
15/11/2020,16/11/2020,46,2020,0,0,13,52,67,81,BO,6.905,0.0015,0,0
22/11/2020,23/11/2020,47,2020,20,0,0,67,52,67,BO,6.905,0,0,0
29/11/2020,30/11/2020,48,2020,0,57,0,41,0,67,BO,6.905,0,0,0
6/12/2020,7/12/2020,49,2020,48,71,22,53,65,92,BO,6.875,-0.0043,0,0
13/12/2020,14/12/2020,50,2020,0,0,0,66,40,87,BO,6.895,0.0029,0,0
20/12/2020,21/12/2020,51,2020,21,25,0,85,23,61,BO,6.885,-0.0015,0,0
27/12/2020,28/12/2020,52,2020,24,0,22,69,0,55,BO,6.885,0,0,0
3/01/2021,4/01/2021,1,2021,0,26,0,91,40,89,BO,6.885,0,0,0
10/01/2021,11/01/2021,2,2021,47,53,0,61,16,82,BO,6.885,0,0,0
17/01/2021,18/01/2021,3,2021,0,86,0,69,21,91,BO,6.885,0,0,0
24/01/2021,25/01/2021,4,2021,0,94,0,61,16,85,BO,6.885,0,0,0
31/01/2021,1/02/2021,5,2021,0,23,0,100,0,69,BO,6.885,0,0,0
7/02/2021,8/02/2021,6,2021,30,49,0,53,15,60,BO,6.935,0.0073,0,0
14/02/2021,15/02/2021,7,2021,93,42,0,42,44,63,BO,6.915,-0.0029,0,0
21/02/2021,22/02/2021,8,2021,28,38,0,33,51,51,BO,6.905,-0.0014,0,0
28/02/2021,1/03/2021,9,2021,0,23,32,67,34,50,BO,6.905,0,0,0
7/03/2021,8/03/2021,10,2021,0,17,36,36,48,43,BO,6.895,-0.0014,0,0
14/03/2021,15/03/2021,11,2021,64,23,20,38,53,43,BO,6.905,0.0015,0,0
21/03/2021,22/03/2021,12,2021,0,32,0,39,73,50,BO,6.93,0.0036,0,0
28/03/2021,29/03/2021,13,2021,0,0,0,35,0,63,BO,6.925,-0.0007,0,0
4/04/2021,5/04/2021,14,2021,0,77,52,44,66,79,BO,6.905,-0.0029,0,0
11/04/2021,12/04/2021,15,2021,100,64,0,40,15,65,BO,6.905,0,0,0
18/04/2021,19/04/2021,16,2021,32,26,38,36,24,55,BO,6.905,0,0,0
25/04/2021,26/04/2021,17,2021,0,41,21,52,52,78,BO,6.895,-0.0014,0,0
2/05/2021,3/05/2021,18,2021,35,41,0,40,25,69,BO,6.895,0,0,0
9/05/2021,10/05/2021,19,2021,0,57,0,67,26,98,BO,6.895,0,0,0
16/05/2021,17/05/2021,20,2021,0,47,32,38,73,61,BO,6.9,0.0007,0,0
23/05/2021,24/05/2021,21,2021,0,44,0,85,37,72,BO,6.905,0.0007,0,0
30/05/2021,31/05/2021,22,2021,35,100,0,47,63,65,BO,6.895,-0.0014,0,0
6/06/2021,7/06/2021,23,2021,0,0,0,80,42,92,BO,6.915,0.0029,0,0
13/06/2021,14/06/2021,24,2021,49,27,0,84,69,71,BO,6.905,-0.0014,0,0
20/06/2021,21/06/2021,25,2021,32,90,0,79,32,57,BO,6.905,0,0,0
27/06/2021,28/06/2021,26,2021,38,0,0,63,50,80,BO,6.91,0.0007,0,0
4/07/2021,5/07/2021,27,2021,46,0,0,51,49,56,BO,6.905,-0.0007,0,0
11/07/2021,12/07/2021,28,2021,0,27,0,47,26,56,BO,6.895,-0.0014,0,0
18/07/2021,19/07/2021,29,2021,0,45,0,47,28,70,BO,6.905,0.0015,0,0
25/07/2021,26/07/2021,30,2021,0,95,25,47,0,53,BO,6.905,0,0,0
1/08/2021,2/08/2021,31,2021,0,75,0,57,22,58,BO,6.925,0.0029,0,0
8/08/2021,9/08/2021,32,2021,46,37,36,54,23,57,BO,6.895,-0.0043,0,0
15/08/2021,16/08/2021,33,2021,0,24,0,81,29,83,BO,6.905,0.0015,0,0
22/08/2021,23/08/2021,34,2021,0,0,0,36,56,36,BO,6.895,-0.0014,0,0
29/08/2021,30/08/2021,35,2021,0,50,0,39,23,79,BO,6.905,0.0015,0,0
5/09/2021,6/09/2021,36,2021,0,18,39,57,32,50,BO,6.895,-0.0014,0,0
12/09/2021,13/09/2021,37,2021,0,0,30,86,61,63,BO,6.895,0,0,0
19/09/2021,20/09/2021,38,2021,0,0,100,59,38,70,BO,6.895,0,0,0
26/09/2021,27/09/2021,39,2021,0,52,77,42,17,69,BO,6.905,0.0015,0,0
3/10/2021,4/10/2021,40,2021,0,22,0,36,34,57,BO,6.89,-0.0022,0,0
10/10/2021,11/10/2021,41,2021,0,28,39,63,52,72,BO,6.925,0.0051,0,0
17/10/2021,18/10/2021,42,2021,0,46,0,63,64,59,BO,6.905,-0.0029,0,0
24/10/2021,25/10/2021,43,2021,77,0,0,73,21,55,BO,6.905,0,0,0
31/10/2021,1/11/2021,44,2021,0,24,33,40,38,68,BO,6.895,-0.0014,0,0
7/11/2021,8/11/2021,45,2021,0,0,0,0,72,57,BO,6.905,0.0015,0,0
14/11/2021,15/11/2021,46,2021,67,0,0,38,28,63,BO,6.895,-0.0014,0,0
21/11/2021,22/11/2021,47,2021,0,0,0,43,100,80,BO,6.905,0.0015,0,0
28/11/2021,29/11/2021,48,2021,29,42,0,68,68,72,BO,6.885,-0.0029,0,0
5/12/2021,6/12/2021,49,2021,0,42,0,57,41,100,BO,6.895,0.0015,0,0
12/12/2021,13/12/2021,50,2021,0,0,0,64,52,74,BO,6.905,0.0015,0,0
19/12/2021,20/12/2021,51,2021,0,0,0,56,35,76,BO,6.895,-0.0014,0,0
26/12/2021,27/12/2021,52,2021,0,56,0,79,20,88,BO,6.895,0,0,0
2/01/2022,3/01/2022,1,2022,0,40,0,33,17,51,BO,6.895,0,0,0
9/01/2022,10/01/2022,2,2022,100,99,0,40,44,63,BO,6.885,-0.0015,0,0
16/01/2022,17/01/2022,3,2022,0,0,0,46,16,79,BO,6.895,0.0015,0,0
23/01/2022,24/01/2022,4,2022,0,0,0,37,37,68,BO,6.885,-0.0015,0,0
30/01/2022,31/01/2022,5,2022,0,42,0,44,16,58,BO,6.885,0,0,0
6/02/2022,7/02/2022,6,2022,0,42,60,28,23,58,BO,6.875,-0.0015,0,0
13/02/2022,14/02/2022,7,2022,48,44,0,19,42,51,BO,6.885,0.0015,0,0
20/02/2022,21/02/2022,8,2022,0,0,0,38,57,48,BO,6.885,0,0,0
27/02/2022,28/02/2022,9,2022,0,82,0,26,13,78,BO,6.875,-0.0015,0,0
6/03/2022,7/03/2022,10,2022,23,47,0,41,44,53,BO,6.875,0,0,0
13/03/2022,14/03/2022,11,2022,0,45,11,26,43,56,BO,6.865,-0.0015,0,0
20/03/2022,21/03/2022,12,2022,60,28,0,36,44,54,BO,6.875,0.0015,0,0
27/03/2022,28/03/2022,13,2022,39,51,20,35,60,50,BO,6.875,0,0,0
3/04/2022,4/04/2022,14,2022,25,41,0,34,48,44,BO,6.875,0,0,0
10/04/2022,11/04/2022,15,2022,21,37,0,20,43,47,BO,6.885,0.0015,0,0
17/04/2022,18/04/2022,16,2022,0,46,0,24,55,54,BO,6.865,-0.0029,0,0
24/04/2022,25/04/2022,17,2022,30,51,0,36,62,65,BO,6.875,0.0015,0,0
1/05/2022,2/05/2022,18,2022,54,0,0,35,31,69,BO,6.865,-0.0015,0,0
8/05/2022,9/05/2022,19,2022,0,28,0,38,62,54,BO,6.875,0.0015,0,0
15/05/2022,16/05/2022,20,2022,0,18,22,29,62,70,BO,6.875,0,0,0
22/05/2022,23/05/2022,21,2022,21,55,0,37,63,58,BO,6.885,0.0015,0,0
29/05/2022,30/05/2022,22,2022,25,0,0,22,69,69,BO,6.895,0.0015,0,0
5/06/2022,6/06/2022,23,2022,0,59,0,29,54,69,BO,6.885,-0.0015,0,0
12/06/2022,13/06/2022,24,2022,0,0,23,45,44,56,BO,6.885,0,0,0
19/06/2022,20/06/2022,25,2022,51,0,27,64,53,71,BO,6.875,-0.0015,0,0
26/06/2022,27/06/2022,26,2022,0,69,0,44,34,61,BO,6.885,0.0015,0,0
3/07/2022,4/07/2022,27,2022,0,0,60,48,69,100,BO,6.885,0,0,0
10/07/2022,11/07/2022,28,2022,38,68,77,100,100,92,BO,6.875,-0.0015,0,0
17/07/2022,18/07/2022,29,2022,40,53,100,64,96,93,BO,6.88,0.0007,0,0
24/07/2022,25/07/2022,30,2022,51,34,30,75,50,99,BO,6.885,0.0007,0,0
31/07/2022,1/08/2022,31,2022,31,50,0,42,42,80,BO,6.865,-0.0029,0,0
7/08/2022,8/08/2022,32,2022,0,96,49,45,54,70,BO,6.875,0.0015,0,0
14/08/2022,15/08/2022,33,2022,0,48,0,32,41,74,BO,6.925,0.0073,0,0
21/08/2022,22/08/2022,34,2022,44,42,0,45,31,68,BO,6.935,0.0014,0,0
28/08/2022,29/08/2022,35,2022,0,53,0,30,37,67,BO,6.925,-0.0014,0,0
4/09/2022,5/09/2022,36,2022,35,18,0,33,46,58,BO,6.91,-0.0022,0,0
11/09/2022,12/09/2022,37,2022,55,0,18,27,45,54,BO,6.935,0.0036,0,0
18/09/2022,19/09/2022,38,2022,43,37,23,35,38,57,BO,6.925,-0.0014,0,0
25/09/2022,26/09/2022,39,2022,18,47,27,20,28,66,BO,6.925,0,0,0
2/10/2022,3/10/2022,40,2022,63,84,16,32,54,51,BO,6.935,0.0014,0,0
9/10/2022,10/10/2022,41,2022,47,25,17,35,41,56,BO,6.925,-0.0014,0,0
16/10/2022,17/10/2022,42,2022,27,48,11,31,38,47,BO,6.935,0.0014,0,0
23/10/2022,24/10/2022,43,2022,27,0,0,30,54,59,BO,6.935,0,0,0
30/10/2022,31/10/2022,44,2022,0,71,52,33,40,54,BO,6.925,-0.0014,0,0
6/11/2022,7/11/2022,45,2022,0,0,0,31,33,67,BO,6.925,0,0,0
13/11/2022,14/11/2022,46,2022,19,28,15,48,37,63,BO,6.935,0.0014,0,0
20/11/2022,21/11/2022,47,2022,18,23,0,22,34,48,BO,6.935,0,0,0
27/11/2022,28/11/2022,48,2022,0,42,0,28,31,68,BO,6.935,0,0,0
4/12/2022,5/12/2022,49,2022,0,100,26,31,34,65,BO,6.925,-0.0014,0,0
11/12/2022,12/12/2022,50,2022,0,40,0,40,9,48,BO,6.925,0,0,0
18/12/2022,19/12/2022,51,2022,0,26,17,43,41,63,BO,6.935,0.0014,0,0
25/12/2022,26/12/2022,52,2022,0,45,0,31,46,49,BO,6.925,-0.0014,0,0
1/01/2023,2/01/2023,1,2023,65,0,100,37,9,95,BO,6.925,0,0,0
8/01/2023,9/01/2023,2,2023,0,91,0,55,14,58,BO,6.935,0.0014,0,0
15/01/2023,16/01/2023,3,2023,43,80,0,35,19,70,BO,6.925,-0.0014,0,0
22/01/2023,23/01/2023,4,2023,0,58,0,58,23,64,BO,6.935,0.0014,0,0
29/01/2023,30/01/2023,5,2023,0,65,0,44,17,63,BO,6.925,-0.0014,0,0
5/02/2023,6/02/2023,6,2023,49,28,0,46,13,78,BO,6.935,0.0014,0,0
12/02/2023,13/02/2023,7,2023,0,42,0,50,19,60,BO,6.935,0,0,0
19/02/2023,20/02/2023,8,2023,0,0,37,63,7,72,BO,6.925,-0.0014,0,0
26/02/2023,27/02/2023,9,2023,0,55,52,84,25,97,BO,6.935,0.0014,0,0
5/03/2023,6/03/2023,10,2023,55,100,27,75,23,100,BO,6.925,-0.0014,0,0
12/03/2023,13/03/2023,11,2023,67,39,26,46,33,90,BO,6.935,0.0014,0,0
19/03/2023,20/03/2023,12,2023,92,51,0,48,45,66,BO,6.925,-0.0014,0,0
26/03/2023,27/03/2023,13,2023,0,56,20,47,28,88,BO,6.935,0.0014,0,0
2/04/2023,3/04/2023,14,2023,0,95,67,49,31,78,BO,6.925,-0.0014,0,0
9/04/2023,10/04/2023,15,2023,64,79,0,59,32,91,BO,6.925,0,0,0
16/04/2023,17/04/2023,16,2023,84,50,0,47,55,86,BO,6.935,0.0014,0,0
23/04/2023,24/04/2023,17,2023,100,63,97,62,55,88,BO,6.925,-0.0014,0,0
30/04/2023,1/05/2023,18,2023,0,0,0,100,100,31,BO,6.925,0,0,0
6/01/2013,7/01/2013,1,2013,51,73,31,48,41,39,BR,2.0267,0,0,0
13/01/2013,14/01/2013,2,2013,22,66,18,37,0,20,BR,2.0318,0.0025,0,0
20/01/2013,21/01/2013,3,2013,0,71,22,32,30,29,BR,2.0418,0.0049,0,0
27/01/2013,28/01/2013,4,2013,64,74,45,40,82,0,BR,1.9958,-0.0225,0,0
3/02/2013,4/02/2013,5,2013,30,64,47,49,51,35,BR,1.996,0.0001,0,0
10/02/2013,11/02/2013,6,2013,73,61,68,29,0,0,BR,1.9728,-0.0116,0,0
17/02/2013,18/02/2013,7,2013,0,74,67,44,0,0,BR,1.9634,-0.0048,0,0
24/02/2013,25/02/2013,8,2013,32,77,44,39,56,0,BR,1.983,0.01,1,1
3/03/2013,4/03/2013,9,2013,19,74,49,43,39,90,BR,1.9708,-0.0062,0,0
10/03/2013,11/03/2013,10,2013,29,78,46,45,23,57,BR,1.9567,-0.0072,0,0
17/03/2013,18/03/2013,11,2013,100,100,71,48,0,24,BR,1.982,0.0129,1,1
24/03/2013,25/03/2013,12,2013,47,89,46,47,0,22,BR,2.0123,0.0153,1,2
31/03/2013,1/04/2013,13,2013,77,84,75,61,33,34,BR,2.0205,0.0041,0,0
7/04/2013,8/04/2013,14,2013,75,91,88,68,40,36,BR,1.9922,-0.014,0,0
14/04/2013,15/04/2013,15,2013,69,84,77,61,65,50,BR,2.0012,0.0045,0,0
21/04/2013,22/04/2013,16,2013,77,76,86,55,47,30,BR,2.0213,0.01,1,1
28/04/2013,29/04/2013,17,2013,97,82,52,61,50,0,BR,2.0082,-0.0065,0,0
5/05/2013,6/05/2013,18,2013,58,90,65,55,29,14,BR,2.0096,0.0007,0,0
12/05/2013,13/05/2013,19,2013,49,77,45,57,35,34,BR,2.0074,-0.0011,0,0
19/05/2013,20/05/2013,20,2013,92,83,53,64,54,42,BR,2.0398,0.0161,1,1
26/05/2013,27/05/2013,21,2013,65,77,100,51,72,51,BR,2.0545,0.0072,0,0
2/06/2013,3/06/2013,22,2013,88,90,69,76,38,35,BR,2.1243,0.034,1,1
9/06/2013,10/06/2013,23,2013,64,82,84,74,0,41,BR,2.1466,0.0105,1,2
16/06/2013,17/06/2013,24,2013,65,85,71,100,0,50,BR,2.1705,0.0111,1,3
23/06/2013,24/06/2013,25,2013,46,89,72,54,47,52,BR,2.226,0.0256,1,4
30/06/2013,1/07/2013,26,2013,40,87,36,45,58,45,BR,2.2283,0.001,0,0
7/07/2013,8/07/2013,27,2013,16,81,66,37,44,16,BR,2.2642,0.0161,1,1
14/07/2013,15/07/2013,28,2013,31,74,39,37,56,15,BR,2.2193,-0.0198,0,0
21/07/2013,22/07/2013,29,2013,0,71,64,32,33,0,BR,2.2328,0.0061,0,0
28/07/2013,29/07/2013,30,2013,16,76,54,32,0,25,BR,2.2687,0.0161,1,1
4/08/2013,5/08/2013,31,2013,0,87,48,45,25,20,BR,2.3058,0.0164,1,2
11/08/2013,12/08/2013,32,2013,29,80,73,43,41,50,BR,2.2873,-0.008,0,0
18/08/2013,19/08/2013,33,2013,80,86,98,44,86,40,BR,2.4129,0.0549,1,1
25/08/2013,26/08/2013,34,2013,36,80,90,49,63,37,BR,2.3792,-0.014,0,0
1/09/2013,2/09/2013,35,2013,44,86,63,52,66,24,BR,2.378,-0.0005,0,0
8/09/2013,9/09/2013,36,2013,46,87,53,46,33,30,BR,2.2763,-0.0428,0,0
15/09/2013,16/09/2013,37,2013,48,87,75,47,0,29,BR,2.2843,0.0035,0,0
22/09/2013,23/09/2013,38,2013,51,88,78,62,100,27,BR,2.1986,-0.0375,0,0
29/09/2013,30/09/2013,39,2013,34,82,90,61,0,30,BR,2.2162,0.008,1,1
6/10/2013,7/10/2013,40,2013,75,83,82,69,68,100,BR,2.2047,-0.0052,0,0
13/10/2013,14/10/2013,41,2013,37,79,63,46,66,31,BR,2.1816,-0.0105,0,0
20/10/2013,21/10/2013,42,2013,15,86,72,48,57,24,BR,2.1735,-0.0037,0,0
27/10/2013,28/10/2013,43,2013,43,83,56,47,46,37,BR,2.1805,0.0032,0,0
3/11/2013,4/11/2013,44,2013,54,86,85,54,60,51,BR,2.2458,0.0299,1,1
10/11/2013,11/11/2013,45,2013,50,84,81,49,76,29,BR,2.3308,0.0378,1,2
17/11/2013,18/11/2013,46,2013,64,86,83,50,59,0,BR,2.2633,-0.029,0,0
24/11/2013,25/11/2013,47,2013,13,89,77,59,37,29,BR,2.2837,0.009,1,1
1/12/2013,2/12/2013,48,2013,29,81,61,49,30,26,BR,2.3559,0.0316,1,2
8/12/2013,9/12/2013,49,2013,18,79,54,36,33,27,BR,2.3197,-0.0154,0,0
15/12/2013,16/12/2013,50,2013,16,70,29,35,0,12,BR,2.3278,0.0035,0,0
22/12/2013,23/12/2013,51,2013,0,50,21,23,79,0,BR,2.3571,0.0126,1,1
29/12/2013,30/12/2013,52,2013,0,54,35,33,28,0,BR,2.3621,0.0021,0,0
5/01/2014,6/01/2014,1,2014,0,69,74,40,19,68,BR,2.3761,0.0059,0,0
12/01/2014,13/01/2014,2,2014,29,72,73,36,28,39,BR,2.3598,-0.0069,0,0
19/01/2014,20/01/2014,3,2014,21,71,59,29,36,25,BR,2.3442,-0.0066,0,0
26/01/2014,27/01/2014,4,2014,22,75,64,29,40,32,BR,2.4215,0.033,1,1
2/02/2014,3/02/2014,5,2014,14,74,54,32,0,31,BR,2.4402,0.0077,1,2
9/02/2014,10/02/2014,6,2014,24,76,45,29,34,0,BR,2.409,-0.0128,0,0
16/02/2014,17/02/2014,7,2014,20,78,68,33,22,23,BR,2.39,-0.0079,0,0
23/02/2014,24/02/2014,8,2014,16,76,38,34,35,51,BR,2.3392,-0.0213,0,0
2/03/2014,3/03/2014,9,2014,0,74,50,27,24,48,BR,2.3441,0.0021,0,0
